x1,x2,target
0.016142988278850204,0.2202980581829501,1.0
1.1966938259831994,0.19770120969592836,-1.0
1.8010592351237074,-0.0995002195629659,1.0
0.6944860684099264,-0.2677234299591803,1.0
-0.19732428697495458,0.8529950764612892,-1.0
0.1253453377468482,0.3084383734540401,1.0
0.6448623213694924,1.049218899213357,-1.0
1.4486405342139352,-0.174226045137528,1.0
1.397765868484589,0.12148182901892705,-1.0
2.0620754394725367,0.4393613704265256,1.0
-1.1456999778389416,0.04617495975743157,-1.0
-0.24543054400590242,0.11186743781619016,1.0
0.3335288723522182,1.0613396687025531,-1.0
0.10127783086698332,0.5292669111989698,1.0
0.1643043958966383,-0.11629047809061993,1.0
1.9293938084670819,0.27006182723281735,1.0
2.034128880602344,0.3414837847923856,1.0
1.2805347954510926,-0.33816733766578744,1.0
1.6042769325199904,-0.029151547359183627,1.0
2.1595789962382423,0.34102531005375675,1.0
-0.8635334768927592,0.8649356332165484,-1.0
0.0082578204081373,0.8827011119279414,-1.0
0.29952538667035544,1.031734605339954,-1.0
-0.9128094746566422,0.5119627044132737,-1.0
1.6021515791633705,-0.06512774604125192,1.0
0.882585372749249,0.833038663381326,-1.0
0.329099270277816,-0.28310634784819083,1.0
0.8781925355622363,0.1696761658872007,-1.0
-0.8949814188765738,0.28244600716712986,-1.0
0.35693339594151974,0.7747446862933915,-1.0
0.7783815696378316,0.8318664839380004,-1.0
0.1446481105603987,0.40305190578746775,1.0
-0.6874608642336365,0.7019740823612317,-1.0
1.0757334911473846,-0.46440538544093535,1.0
0.8081062881918,0.6563652807176805,-1.0
2.172993163486445,0.3562817771359081,1.0
0.43143125174044716,0.02505579909017662,1.0
-0.3324672357512348,0.9771945297817727,-1.0
0.05490836916276218,1.2103385683342052,-1.0
0.6373366556335268,-0.4005718686188513,1.0
0.005907653895877829,-0.1045918679664219,1.0
1.8837531461302772,-0.2204613664924575,1.0
1.5519366968958093,-0.34053884871840523,1.0
1.0032986301429478,0.595749627387686,-1.0
-1.053693533766993,0.23828869241955597,-1.0
0.07231443857847872,0.07071498562529446,1.0
-0.8311574499059178,0.2539719494607413,-1.0
-0.6961660964497028,0.40094145110605534,-1.0
-0.9502302820104656,0.2935434663943275,-1.0
-0.4146644901474924,0.9765240221766465,-1.0
0.3315807452397075,0.913871797135193,-1.0
0.4626609787677034,-0.11408551691022317,1.0
1.477077739973259,-0.33542116170034464,1.0
0.43875691583976856,-0.4018541104186185,1.0
-0.09842877370892711,0.04382854217399345,1.0
-0.23457713503210587,1.1704121687813593,-1.0
-0.9266455392654855,-0.043393814825776617,-1.0
0.3031578080830367,-0.3244168740397142,1.0
-0.5237034374284365,1.0394213262556269,-1.0
1.2356370610627192,0.2342084363295655,-1.0
-1.1149679487972532,0.18276244736204528,-1.0
1.0946349386641172,-0.49047787586216357,1.0
1.6553754760722565,0.03169957390477671,1.0
-0.78928030471546,0.5560650061326833,-1.0
0.6809839340719629,-0.41733704960440804,1.0
0.33934415152559894,-0.27518125996305837,1.0
-0.938761619358758,0.68262708616791,-1.0
0.25656582932285615,-0.20257808719563436,1.0
0.009204369837949318,0.2580581034781413,1.0
0.11983144666921752,0.4243839122340324,1.0
2.0507508843973996,0.15946758252618215,1.0
1.8882516456559482,0.10400409521720116,1.0
1.1011918010394344,-0.23615014932065725,1.0
0.2666884781385032,1.187762228921467,-1.0
1.0216115791939595,0.02219251791140582,-1.0
1.4408720556395784,-0.3233819047267954,1.0
0.882987488581876,-0.25785692594232723,1.0
0.641856470121557,0.8232490908065316,-1.0
0.5275053100149047,-0.6438128635602087,1.0
1.734181618094978,-0.15086463204986317,1.0
